year,"last_name, first_name",avg_speed,pitch_type,pitch_type_name,pitcher_break_z_induced,pitcher_break_x
2024,"Brieske, Beau",95.5,SI,Sinker,14.7,12.7
2024,"Harris, Hogan",72.4,CU,Curveball,-17.9,10.5
2024,"Strahm, Matt",81.6,SL,Slider,1.9,12.3
2024,"Megill, Trevor",87.4,CU,Curveball,-6.3,4.3
2024,"Adams, Austin",93.4,FF,4-Seam Fastball,10.6,7.5
2024,"Ferguson, Caleb",81.1,SV,Slurve,-9.7,8.8
2024,"Houser, Adrian",93.5,FF,4-Seam Fastball,15.8,9.2
2024,"Manaea, Sean",85.1,SL,Slider,6.1,3.4
2024,"Garabito, Gerson",93.4,FF,4-Seam Fastball,16.4,5.4
2024,"Banda, Anthony",96.1,SI,Sinker,8.4,15.8
2024,"Domínguez, Seranthony",98,SI,Sinker,9.8,14
2024,"Rodríguez, Manuel",96.7,SI,Sinker,9.2,14.1
2024,"Spiers, Carson",86.7,CH,Changeup,5.4,14.8
2024,"Erceg, Lucas",91,CH,Changeup,6.7,17.9
2024,"Leclerc, José",90.2,FC,Cutter,6.5,4.9
2024,"Zerpa, Angel",95.8,FF,4-Seam Fastball,11.8,9.7
2024,"Mayza, Tim",86.9,SL,Slider,0.8,2
2024,"Stripling, Ross",90.2,SI,Sinker,12.1,14.1
2024,"Matthews, Zebby",87.2,SL,Slider,2.1,3.9
2024,"Knack, Landon",79.6,CU,Curveball,-14.7,8.1
2024,"Latz, Jacob",83.4,SL,Slider,-1.6,7
2024,"Law, Derek",95.1,FF,4-Seam Fastball,16.6,3.9
2024,"McGough, Scott",85,FS,Split-Finger,8.2,6.7
2024,"Latz, Jacob",85.9,CH,Changeup,11.2,13.6
2024,"Voth, Austin",75.3,CU,Curveball,-12.7,15.3
2024,"Allen, Logan",91.2,SI,Sinker,14.1,12.2
2024,"Bibee, Tanner",82.9,ST,Sweeper,-0.2,16.1
2024,"Sánchez, Sixto",93.9,FF,4-Seam Fastball,14.4,7.3
2024,"Grove, Michael",96,SI,Sinker,15.7,10.6
2024,"Oller, Adam",85.5,SV,Slurve,-3.9,10.5
2024,"Bivens, Spencer",81,ST,Sweeper,4,14.1
2024,"Toussaint, Touki",85.8,FS,Split-Finger,1.9,8.6
2024,"Lorenzen, Michael",85.2,SL,Slider,-2,3.6
2024,"Stripling, Ross",84.7,SL,Slider,2.7,2.3
2024,"Ray, Robbie",88.4,SL,Slider,7.7,2.3
2024,"Diekman, Jake",82.7,ST,Sweeper,2.7,13.7
2024,"Medina, Luis",85.8,SL,Slider,0.2,3.5
2024,"Gaddis, Hunter",80.3,CH,Changeup,7.9,18.4
2024,"Ferguson, Tyler",95.1,SI,Sinker,4.3,16.5
2024,"Gausman, Kevin",93.3,SI,Sinker,12.5,15.6
2024,"Lovelady, Richard",92.2,SI,Sinker,4.9,16.8
2024,"Minter, A.J.",89.4,FC,Cutter,4.6,5.4
2024,"Walker, Taijuan",91.6,FF,4-Seam Fastball,16.9,9.3
2024,"Cleavinger, Garrett",80.9,ST,Sweeper,-2.8,18.3
2024,"Springs, Jeffrey",79.6,CH,Changeup,3.4,13.4
2024,"Adam, Jason",78.9,ST,Sweeper,-3.7,17.7
2024,"Williams, Trevor",82.8,CH,Changeup,1.5,16
2024,"Hoeing, Bryan",83,SL,Slider,-3.8,2.1
2024,"Muller, Kyle",85.4,SL,Slider,2.3,1.7
2024,"Snell, Blake",88.7,SL,Slider,6.9,2.2
2024,"Jones, Jared",81.5,CU,Curveball,-10.7,6.3
2024,"Jax, Griffin",92.3,CH,Changeup,2.3,13.9
2024,"Montero, Keider",78.7,CU,Curveball,-10.9,13.6
2024,"Avila, Pedro",93,SI,Sinker,10.2,12.1
2024,"Mears, Nick",81.5,CU,Curveball,-13.6,3.2
2024,"Weathers, Ryan",94.6,SI,Sinker,10.1,17.4
2024,"Moll, Sam",92,SI,Sinker,0.7,17.4
2024,"Mlodzinski, Carmen",92.5,FC,Cutter,8.1,0.3
2024,"Webb, Logan",92.6,FF,4-Seam Fastball,9.2,8.6
2024,"Darvish, Yu",82.1,ST,Sweeper,-0.3,15.2
2024,"Martin, Davis",89.3,CH,Changeup,0.8,13.7
2024,"Martinez, Seth",89.8,SI,Sinker,0.8,14.6
2024,"Leahy, Kyle",89.9,SL,Slider,3.7,4.9
2024,"Phillips, Tyler",93.8,SI,Sinker,4.9,13.5
2024,"Boyd, Matthew",80.9,CH,Changeup,5.7,14.8
2024,"Gonzales, Marco",89.7,FF,4-Seam Fastball,15.3,11.4
2024,"Liberatore, Matthew",91.4,FC,Cutter,9.6,1.4
2024,"Miller, Shelby",88.3,SL,Slider,6.3,4.1
